"","hit","px","pz"
"26029",0,-80.515,27.88
"26030",0,-81.43,29.885
"26031",0,-81.44,30.26
"26032",0,-81.71,30.05
"26033",0,-81.42,27.945
"26034",1,-83.48,31.295
"26035",1,-105.085,39.11
"26036",0,-81.65,29.685
"26037",0,-83.93,30.415
"26038",0,-104.595,39.55
"26039",0,-104.82,39.48
"26040",0,-85.95,31.855
"26041",1,-85.595,31.58
"26042",1,-86.4,33.77
"26043",1,-86.475,33.86
"26044",2,-85.68,33.585
"26045",1,-85.695,33.69
"26046",0,-85.36,30.88
"26047",1,-85.08,31.125
"26048",0,-84.825,31.175
"26049",0,-83.8,33.06
"26050",1,-83.86,34.38
"26051",1,-82.895,34.515
"26052",1,-82.915,34.46
"26053",0,-82.89,34.525
"26054",1,-82.855,34.64
"26055",2,-82.81,34.62
"26056",1,-83.87,34.24
"26057",1,-82.38,34.685
"26058",1,-83.705,34.33
"26059",1,-83.505,34.16
"26060",0,-81.365,34.54
"26061",0,-82.755,33.93
"26062",0,-77.53,34.43
"26063",0,-78.015,35.76
"26064",0,-79.4,35.79
"26065",0,-77.93,35.59
"26066",0,-80.83,25.79
"26067",0,-89.185,30.95
"26068",0,-89.405,31.145
"26069",0,-89.605,31.31
"26070",0,-89.82,31.425
"26071",0,-89.215,31.89
"26072",0,-89.32,31.96
"26073",0,-88.85,32.01
"26074",1,-89.48,32.44
"26075",0,-89.9,32.51
"26076",0,-92.2,31.17
"26077",0,-89.435,31.925
"26078",0,-89.455,32.135
"26079",0,-89.355,31.695
"26080",0,-89.1,31.785
"26081",0,-89.1,32.25
"26082",0,-90.51,31.64
"26083",1,-89.495,31.735
"26084",1,-90.33,31.745
"26085",0,-89.59,33.93
"26086",0,-90.405,31.95
"26087",0,-89.46,34.19
"26088",0,-90.35,31.515
"26089",0,-92.02,31.05
"26090",0,-93.725,36.53
"26091",0,-90.13,29.895
"26092",0,-91.855,35.995
"26093",0,-92.97,30.51
"26094",1,-91.835,31.67
"26095",2,-92.485,30.585
"26096",1,-91.83,31.36
"26097",0,-92.4,30.21
"26098",1,-91.925,30.41
"26099",0,-90.87,32.29
"26100",1,-92.29,31.015
"26101",0,-90.865,31.45
"26102",1,-91.83,31.665
"26103",0,-91.245,33.385
"26104",1,-91.805,31.715
"26105",1,-87.13,41.23
"26106",1,-75.435,40.62
"26107",0,-80.38,25.17
"26108",0,-98.43,30.75
"26109",1,-80.735,24.855
"26110",0,-92.14,37.09
"26111",0,-91.9,30.42
"26112",2,-92.415,30.63
"26113",0,-92.51,30.06
"26114",1,-95.075,38.88
"26115",0,-92.975,31.135
"26116",0,-94.83,38.78
"26117",0,-93.095,31.175
"26118",0,-94.99,38.94
"26119",0,-94.91,38.97
"26120",0,-94.91,39.03
"26121",0,-93.24,38.84
"26122",0,-94.63,38.87
"26123",0,-94.34,39.08
"26124",0,-94.52,31.48
"26125",0,-93.42,32.615
"26126",0,-92.61,32.4
"26127",0,-92.61,32.43
"26128",0,-92.63,32.49
"26129",0,-92.65,32.76
"26130",0,-92.685,32.83
"26131",0,-92.22,31.72
"26132",0,-92.19,31.95
"26133",0,-92.165,32.27
"26134",0,-92.13,32.725
"26135",0,-92.2,33.12
"26136",0,-90.805,31.825
"26137",0,-92.13,33.355
"26138",1,-92.68,34.505
"26139",1,-92.86,34.54
"26140",0,-92.19,33.035
"26141",1,-85.9,42.21
"26142",1,-92.88,34.63
"26143",0,-85.8,42.23
"26144",0,-93.34,32.155
"26145",0,-85.72,42.265
"26146",1,-92.98,34.965
"26147",0,-93.3,32.645
"26148",1,-92.68,35.04
"26149",0,-84.81,42.45
"26150",1,-92.055,34.95
"26151",2,-83.435,42.385
"26152",0,-93.145,31.585
"26153",0,-92.7,32.145
"26154",0,-92.855,31.68
"26155",0,-77.3,34.55
"26156",0,-77.635,35.59
"26157",0,-77.115,36.225
"26158",0,-76.94,36.68
"26159",0,-77.04,37.01
"26160",0,-81.795,24.57
"26161",1,-94.135,34.605
"26162",0,-94.09,33.08
"26163",0,-95.8,31.865
"26164",0,-95.31,32.14
"26165",1,-89.02,34.23
"26166",0,-87.575,33.955
"26167",0,-85.725,30.165
"26168",0,-86.46,31.15
"26169",1,-85.845,31.32
"26170",0,-85.72,31.33
"26171",0,-85.63,31.385
"26172",0,-85.605,31.26
"26173",0,-85.53,31.315
"26174",0,-85.405,31.495
"26175",0,-84.44,33.48
"26176",1,-84.03,30.45
"26177",0,-96.39,36.27
"26178",1,-93.645,36.605
"26179",0,-97.255,26.08
"26180",0,-101.775,37.61
"26181",1,-80.52,33.69
"26182",2,-79.32,34.405
"26183",0,-78.915,34.8
"26184",0,-78.6,35.115
"26185",1,-78.46,35.345
"26186",0,-78.25,35.475
"26187",2,-78.08,35.6
"26188",3,-77.87,35.795
"26189",1,-77.285,35.83
"26190",0,-81.59,28.33
"26191",0,-80.64,28
"26192",1,-96.85,33.605
"26193",2,-96.58,33.72
"26194",1,-95.745,36.1
"26195",0,-93.46,32.25
"26196",1,-92.705,31.13
"26197",1,-93.415,32.64
"26198",1,-92.52,31.33
"26199",2,-92.14,31.805
"26200",0,-90.925,32.71
"26201",0,-90.575,32.96
"26202",2,-90.285,32.905
"26203",1,-89.635,33.455
"26204",1,-91.375,31.535
"26205",1,-89.8,33.005
"26206",1,-91.025,31.62
"26207",1,-90.425,31.95
"26208",0,-90.375,31.965
"26209",2,-90.045,32.11
"26210",1,-89.965,32.18
"26211",1,-89.865,32.25
"26212",0,-89.98,31.505
"26213",1,-89.875,31.555
"26214",1,-87.385,33.725
"26215",2,-87.11,33.845
"26216",2,-86.035,34.755
"26217",1,-89.175,31.64
"26218",1,-89.355,31.315
"26219",1,-86.42,33.635
"26220",0,-85.23,33.77
"26221",0,-82.23,31.29
"26222",0,-81.67,30.18
"26223",1,-80.445,35.48
"26224",0,-81.415,34.265
"26225",1,-86.89,34.66
"26226",0,-87.34,33.8
"26227",0,-94.19,36.645
"26228",0,-94.015,36.88
"26229",1,-91.67,39.25
"26230",0,-91.505,39.575
"26231",0,-91.415,39.67
"26232",1,-91.125,39.91
"26233",0,-91.075,39.91
"26234",1,-91,39.055
"26235",0,-90.46,40.48
"26236",0,-95.2,33.02
"26237",1,-89.329,31.8815
"26238",0,-85.37855,34.3371
"26239",0,-83.8659,32.98235
"26240",0,-88.5645,32.5036
"26241",1,-88.01875,31.27205
"26242",0,-122.041,39.3602
"26243",0,-120.6,37.21
"26244",1,-97.63465,35.55775
"26245",2,-97.50215,35.69695
"26246",1,-97.28085,35.86595
"26247",1,-97.144,36.0115
"26248",0,-96.8103,36.30635
"26249",0,-97.83125,33.7907
"26250",1,-97.6048,33.94155
"26251",4,-97.3665,34.095
"26252",4,-97.351,34.106
"26253",1,-97.13825,32.9125
"26254",1,-93.30425,37.16245
"26255",1,-95.4635,32.621
"26256",1,-93.9245,32.157
"26257",1,-85.0847,36.1606
"26258",1,-85.3276,40.1129
"26259",0,-82.06,36.99
"26260",0,-84.11605,32.4913
"26261",0,-83.5979,32.6531
"26262",1,-83.391,33.73915
"26263",1,-83.57135,33.3
"26264",1,-83.425,33.29165
"26265",3,-82.6995,33.654
"26266",1,-85.26465,33.23375
"26267",1,-83.8603,33.5125
"26268",1,-83.68435,33.4352
"26269",2,-84.5989,33.2166
"26270",3,-82.8,33.26
"26271",2,-84.13215,30.80835
"26272",2,-83.9935,30.81125
"26273",3,-83.78705,30.824
"26274",0,-86.6321,33.34895
"26275",0,-88.38165,33.1136
"26276",0,-87.5855,32.7717
"26277",0,-85.8708,32.4977
"26278",1,-85.49115,32.6793
"26279",2,-85.18855,32.59285
"26280",0,-98.11895,37.9739
"26281",0,-98.0548,37.9942
"26282",0,-97.85575,38.0408
"26283",0,-97.5459,38.14095
"26284",0,-98.58,37.34
"26285",0,-98.2268,37.2726
"26286",0,-98.15575,37.2919
"26287",0,-97.8239,37.4711
"26288",2,-90.5654,39.045
"26289",0,-90.52035,39.06075
"26290",1,-90.22225,39.495
"26291",1,-89.949,38.1705
"26292",1,-89.8835,38.1805
"26293",1,-89.91325,39.28935
"26294",1,-89.8888,39.67385
"26295",0,-89.7835,38.1935
"26296",2,-89.559,38.2585
"26297",0,-89.3985,38.2755
"26298",0,-89.318,38.3045
"26299",1,-89.89335,37.24835
"26300",1,-88.84865,38.4402
"26301",0,-88.72255,38.46015
"26302",1,-88.45465,38.49405
"26303",2,-88.3068,38.58625
"26304",0,-88.7098,40.84425
"26305",1,-87.54865,38.78805
"26306",1,-87.54735,38.789
"26307",0,-87.51365,38.8048
"26308",1,-87.72945,41.1938
"26309",1,-87.69025,41.23725
"26310",3,-86.5965,38.85115
"26311",0,-86.48445,38.88325
"26312",1,-87.75095,37.4796
"26313",1,-85.09685,39.19625
"26314",0,-84.5711,41.31205
"26315",1,-85.47715,41.17065
"26316",0,-84.4125,32.2675
"26317",0,-100.62,42.16
"26318",2,-98.65705,42.563
"26319",1,-97.97,42.81
"26320",1,-97.8741,42.8162
"26321",1,-96.62045,40.58085
"26322",2,-96.58665,40.6333
"26323",1,-96.48865,40.7437
"26324",1,-96.4137,40.8362
"26325",1,-96.3311,40.93605
"26326",0,-97.1574,37.1
"26327",0,-97.1237,37.1115
"26328",0,-97.01635,37.1518
"26329",0,-96.8758,37.27085
"26330",2,-95.932,41.61155
"26331",1,-95.94015,39.9258
"26332",0,-95.05515,40.93235
"26333",0,-94.9895,41.02035
"26334",0,-94.9188,41.2492
"26335",0,-94.8647,41.3749
"26336",0,-96.77845,36.29025
"26337",1,-92.72145,32.24295
"26338",1,-88.67125,32.2616
"26339",0,-93.41815,31.8543
"26340",0,-90.6416,32.29455
"26341",1,-90.3097,32.44285
"26342",1,-90.14135,32.5169
"26343",0,-90.15595,32.52605
"26344",1,-90.83,31.17
"26345",3,-89.74675,31.8712
"26346",1,-90.4886,30.63825
"26347",1,-89.071,32.1819
"26348",2,-89.31345,31.77095
"26349",1,-87.9292,33.55215
"26350",0,-89.7672,30.2433
"26351",0,-86.83295,33.2245
"26352",0,-88.53,30.37
"26353",1,-87.05805,31.12665
"26354",0,-97.5826,33.75
"26355",0,-97.42705,33.65975
"26356",1,-90.85815,30.2271
"26357",0,-90.6639,30.37
"26358",1,-89.75,30.4234
"26359",1,-89.4553,30.56065
"26360",0,-86.33745,30.7331
"26361",0,-85.3906,30.65245
"26362",0,-78.96635,34.57655
"26363",2,-78.96485,34.8965
"26364",0,-92.76235,31.2593
"26365",1,-78.9154,34.93845
"26366",0,-95.0863,30.342
"26367",1,-77.37075,35.55785
"26368",1,-77.61605,35.4212
"26369",0,-94.6714,30.439
"26370",0,-78.52885,35.189
"26371",0,-78.5107,35.2365
"26372",0,-78.50205,35.26115
"26373",0,-78.5042,35.5176
"26374",0,-91.37355,31.6157
"26375",0,-92.24505,32.3588
"26376",1,-89.4815,31.9163
"26377",0,-83.8376,32.1389
"26378",1,-87.8392,37.58685
"26379",1,-80.262,33.5895
"26380",3,-87.7353,37.71655
"26381",1,-87.0065,36.3312
"26382",0,-87.0281,37.69735
"26383",1,-86.3963,35.85655
"26384",1,-86.28935,35.08345
"26385",2,-78.66465,34.55005
"26386",0,-85.8134,34.70225
"26387",1,-85.6777,34.554
"26388",0,-78.5239,34.73095
"26389",0,-85.36,35.35
"26390",1,-76.28905,40.15345
"26391",1,-92.95315,31.6717
"26392",0,-80.108,26.83025
"26393",0,-80.06545,26.7263
"26394",0,-83.68,31.27
"26395",1,-83.2967,30.29645
"26396",1,-83.16385,30.3842
"26397",0,-81.0599,28.69
"26398",0,-90.95,30.58
"26399",0,-90.3448,31.2943
"26400",0,-89.57405,30.26875
"26401",0,-89.3436,30.2958
"26402",0,-88.82,30.42
"26403",0,-88.0922,33.6896
"26404",1,-87.641,33.4395
"26405",1,-87.52615,34.6201
"26406",1,-86.70595,36.1294
"26407",0,-84.89535,30.631
"26408",0,-86.97195,34.7104
"26409",1,-86.61415,34.54545
"26410",0,-89.07995,33.9368
"26411",1,-88.5886,34.0104
"26412",0,-86.61645,34.7285
"26413",0,-98.1204,40.4133
"26414",0,-97.8309,40.6
"26415",0,-96.7311,40.3178
"26416",2,-78.5824,34.44415
"26417",0,-76.60785,36.4404
"26418",1,-78.5586,34.0055
"26419",0,-113.8165,42.50315
"26420",0,-95.085,36.6528
"26421",0,-95.27645,34.8424
"26422",1,-95.05635,34.522
"26423",1,-94.77145,35.01685
"26424",2,-94.5096,34.63315
"26425",2,-94.4729,34.6368
"26426",1,-94.4206,34.65075
"26427",1,-94.6363,33.0656
"26428",2,-94.4777,34.0101
"26429",3,-94.1776,34.10645
"26430",3,-94.21195,34.5835
"26431",3,-94.1753,34.10655
"26432",2,-94.34175,33.05825
"26433",0,-93.31015,37.06635
"26434",2,-93.95085,34.02835
"26435",0,-94.0847,33.04195
"26436",3,-93.96,33.065
"26437",1,-93.82595,34.2171
"26438",1,-94.60115,32.6149
"26439",1,-94.0933,32.5344
"26440",2,-93.8267,32.50615
"26441",2,-93.7766,32.5043
"26442",0,-93.67515,32.97825
"26443",0,-93.2405,32.4605
"26444",1,-92.12335,33.00805
"26445",2,-91.88465,33.02495
"26446",1,-92.7945,32.4762
"26447",2,-92.4231,32.4107
"26448",1,-91.4933,32.4403
"26449",0,-86.157,34.384
"26450",1,-87.9787,36.1409
"26451",0,-87.9071,36.17475
"26452",1,-87.7096,36.21955
"26453",0,-88.31945,36.7069
"26454",1,-88.02925,37.10915
"26455",0,-87.54035,37.0788
"26456",3,-87.47235,37.1263
"26457",4,-86.56345,35.8362
"26458",1,-86.5768,36.4937
"26459",0,-86.3793,35.745
"26460",1,-86.3099,35.77395
"26461",0,-86.13545,35.8317
"26462",0,-84.65455,37.28545
"26463",0,-86.9136,34.8943
"26464",1,-84.6557,37.281
"26465",0,-86.0059,35.41895
"26466",1,-85.2756,36.0795
"26467",2,-85.38,35.3511
"26468",3,-86.0122,34.52555
"26469",1,-85.3623,35.38
"26470",1,-85.11,35.38
"26471",2,-85.363,34.49
"26472",1,-84.37,34.49
"26473",0,-83.274,34.779
"26474",2,-83.19135,34.4415
"26475",1,-84.07465,34.198
"26476",1,-82.8619,34.48575
"26477",0,-82.5615,34.5705
"26478",1,-85.7698,32.64525
"26479",1,-82.509,34.162
"26480",2,-82.412,34.1795
"26481",1,-85.58325,32.6025
"26482",1,-81.669,34.804
"26483",1,-82.18,34.1835
"26484",1,-82.1325,34.2195
"26485",1,-85.3715,32.5221
"26486",1,-85.217,32.4544
"26487",1,-85.0862,32.4224
"26488",1,-85.5653,32.5164
"26489",1,-84.80465,32.3498
"26490",1,-85.99795,32.29975
"26491",0,-82.43615,33.45995
"26492",1,-84.6724,32.31655
"26493",0,-82.99585,33.29925
"26494",1,-85.1035,32.30925
"26495",0,-82.96845,33.29105
"26496",3,-82.87645,33.29715
"26497",3,-82.1119,33.44765
"26498",0,-82.5933,33.2283
"26499",3,-81.7245,33.3985
"26500",1,-83.805,32.065
"26501",0,-83.73265,32.1311
"26502",3,-81.9635,33.12
"26503",1,-84.37105,32.04305
"26504",1,-82.47,33.25
"26505",1,-83.695,31.91
"26506",0,-81.633,33.12
"26507",1,-84.5486,31.917
"26508",1,-81.49,33.1
"26509",2,-81.43,33.1
"26510",0,-82.16315,33.26365
"26511",0,-81.676,33.161
"26512",0,-76.9594,35.5784
"26513",0,-101.755,31.90095
"26514",0,-97.7267,33.7288
"26515",0,-85.7566,31.0142
"26516",1,-83.2512,31.7006
"26517",0,-82.3855,31.7075
"26518",1,-81.49,31.51
"26519",0,-86.07855,35.5162
"26520",0,-81.25025,29.76215
"26521",1,-82.69135,28.17735
"26522",0,-82.2914,28.23535
"26523",0,-80.76525,28.4648
"26524",0,-101.7475,34.41645
"26525",0,-101.6085,33.6568
"26526",0,-101.615,33.675
"26527",0,-101.4015,33.6621
"26528",0,-101.229,33.02315
"26529",0,-101.0245,33.17245
"26530",1,-102.06,33.785
"26531",1,-101.965,32.27625
"26532",1,-101.96,33.895
"26533",0,-100.91,33.25
"26534",2,-101.5165,32.3666
"26535",1,-101.7295,32.3573
"26536",0,-100.74,33.36
"26537",1,-101.655,33.6
"26538",0,-100.56,33.41
"26539",0,-100.51,33.49
"26540",0,-104.03,38.68
"26541",0,-102.098,38.02825
"26542",0,-96.37,31.13
"26543",0,-100.358,37.8881
"26544",0,-100.3365,37.96685
"26545",0,-100.2615,38.0236
"26546",2,-100.215,38.08595
"26547",0,-100.2315,38.09625
"26548",0,-94.97435,29.29105
"26549",0,-92.0706,30.575
"26550",1,-97.3101,35.9354
"26551",0,-91.8448,30.70895
"26552",0,-91.76785,30.5757
"26553",0,-87.5663,32.6354
"26554",0,-87.49435,34.4363
"26555",1,-87.4618,32.64675
"26556",0,-86.8007,33.26705
"26557",1,-87.28835,34.45095
"26558",1,-87.30345,32.67535
"26559",0,-87.06735,34.47495
"26560",0,-86.8396,33.2175
"26561",0,-86.88295,34.4852
"26562",0,-86.1848,32.0884
"26563",1,-86.0672,32.1144
"26564",1,-86.13605,34.36765
"26565",0,-85.9348,32.1617
"26566",2,-86.3074,33.8705
"26567",0,-85.8678,34.428
"26568",1,-85.66285,34.5618
"26569",1,-84.4453,34.08835
"26570",2,-85.0109,32.46225
"26571",2,-84.9898,32.46695
"26572",1,-84.97325,32.47225
"26573",0,-76.7123,36.96765
"26574",1,-95.0757,39.04445
"26575",0,-97.21375,37.1544
"26576",0,-96.96705,37.33285
"26577",1,-96.9546,37.5678
"26578",0,-94.25,39.73
"26579",2,-97.87435,36.4415
"26580",2,-97.78665,36.5249
"26581",1,-97.99805,36.55385
"26582",1,-97.8554,36.55065
"26583",0,-97.0324,37.863
"26584",0,-96.8678,38.1038
"26585",0,-99.81305,35.81465
"26586",2,-99.6994,35.91315
"26587",1,-91.51,42.25585
"26588",0,-99.34,36.1932
"26589",1,-97.63105,37.60255
"26590",0,-94.0651,40.84875
"26591",0,-90.62895,42.6905
"26592",0,-94.93,39.76
"26593",1,-97.5729,30.63295
"26594",1,-97.57225,30.6333
"26595",1,-96.48235,32.0844
"26596",0,-96.008,32.68335
"26597",0,-97.53045,29.0175
"26598",0,-97.5304,29.0166
"26599",1,-93.4314,35.4974
"26600",0,-93.7857,30.7082
"26601",0,-93.88,30.88
"26602",0,-96.325,30.9299
"26603",0,-96.31095,30.9236
"26604",0,-96.08575,30.9392
"26605",0,-96.0442,30.88175
"26606",0,-104.1865,32.05335
"26607",1,-96.99605,34.83245
"26608",1,-96.54335,35.18485
"26609",0,-96.30075,35.18195
"26610",0,-100.6865,34.53155
"26611",0,-100.592,34.53915
"26612",2,-102.0505,30.4414
"26613",0,-93.75715,35.9112
"26614",0,-93.77,35.53505
"26615",0,-101.145,34.22
"26616",1,-101.238,34.13715
"26617",0,-101.1315,34.1454
"26618",1,-101.375,35.45015
"26619",0,-101.394,35.3767
"26620",0,-101.11,34.07
"26621",0,-100.9635,37.8799
"26622",1,-100.8885,37.8339
"26623",1,-100.8645,37.79845
"26624",1,-100.8865,37.79175
"26625",1,-100.8455,37.74765
"26626",0,-100.38,33.7945
"26627",0,-100.545,33.63
"26628",0,-91.37095,35.6091
"26629",0,-88.48915,36.51
"26630",0,-88.24035,36.6836
"26631",1,-87.4717,35.44455
"26632",1,-87.1545,35.34995
"26633",0,-99.84,33.38
"26634",0,-99.9,33.2596
"26635",0,-99.84,33.02
"26636",0,-93.35055,35.8028
"26637",0,-93.13605,35.59615
"26638",0,-88.5921,34.3395
"26639",0,-88.5706,34.3439
"26640",0,-88.5254,34.3547
"26641",0,-88.30315,34.36505
"26642",0,-96.04725,33.13785
"26643",0,-94.63015,33.4487
"26644",0,-87.879,33.717
"26645",0,-88.0683,33.6746
"26646",1,-94.345,33.2315
"26647",1,-93.99465,33.3351
"26648",0,-95.0728,32.94815
"26649",1,-95.1627,31.19745
"26650",0,-89.71085,32.85495
"26651",0,-93.14675,32.24165
"26652",0,-92.8695,32.31515
"26653",2,-92.65665,32.08225
"26654",0,-91.7354,31.8294
"26655",1,-91.0261,31.90695
"26656",1,-89.7245,31.7775
"26657",1,-89.51855,31.74275
"26658",1,-89.3262,31.8587
"26659",1,-89.229,31.9048
"26660",1,-87.551,32.5614
"26661",0,-86.6548,33.4441
"26662",1,-86.5592,33.49525
"26663",1,-86.451,33.54315
"26664",1,-86.2948,33.5933
"26665",1,-86.536,34.46185
"26666",1,-85.0607,35.9253
"26667",1,-86.42665,34.60975
"26668",0,-80.57635,36.88085
"26669",0,-79.9687,36.4438
"26670",0,-112.0325,41.40405
"26671",1,-91.72775,30.20875
"26672",1,-89.47195,30.95035
"26673",0,-81.9651,34.2547
"26674",0,-81.18535,34.39875
"26675",0,-76.2673,36.70365
"26676",0,-78.05425,35.0305
"26677",0,-77.9777,35.01385
"26678",0,-77.7473,35.2013
"26679",0,-78.26135,35.5941
"26680",2,-78.09545,35.6964
"26681",0,-77.25585,35.4129
"26682",1,-78.2294,35.709
"26683",0,-77.28085,35.46905
"26684",0,-91.3014,34.429
"26685",1,-90.9195,34.5604
"26686",1,-90.506,34.21935
"26687",1,-91.80185,33.6719
"26688",1,-89.1943,33.2204
"26689",1,-88.70535,33.23615
"26690",1,-88.26545,33.18415
"26691",1,-87.10665,34.528
"26692",1,-88.08475,33.268
"26693",0,-86.9729,34.5967
"26694",1,-87.63955,33.4796
"26695",1,-87.70115,33.2891
"26696",2,-86.742,34.73
"26697",0,-87.21435,33.83845
"26698",1,-87.18155,33.7598
"26699",0,-87.10075,33.90745
"26700",0,-86.8938,33.9017
"26701",1,-86.86805,33.8249
"26702",1,-118.5,45.7227
"26703",0,-117.5325,45.578
"26704",0,-80.86995,36.613
"26705",1,-118.111,47.7876
"26706",0,-77.16925,35.30055
"26707",0,-77.18095,35.2958
"26708",0,-77.33875,34.7186
"26709",0,-93.81,39.85
"26710",1,-93.74135,37.38605
"26711",1,-93.4778,37.11335
"26712",1,-93.379,37.2696
"26713",1,-93.3714,37.5334
"26714",0,-93.2995,37.34655
"26715",1,-92.94915,36.83505
"26716",1,-92.8989,37.17205
"26717",2,-92.8194,36.9242
"26718",2,-92.8576,36.92925
"26719",2,-93.03375,37.54185
"26720",1,-92.62215,36.77745
"26721",1,-92.6588,37.0183
"26722",1,-92.5587,37.30785
"26723",0,-92.13575,37.13145
"26724",2,-92.55,37.6477
"26725",3,-91.9109,36.88795
"26726",1,-91.75325,36.9408
"26727",2,-91.59545,37.098
"26728",1,-91.924,37.5092
"26729",1,-90.98335,37.32765
"26730",0,-89.85015,37.83
"26731",1,-89.3693,37.91465
"26732",0,-89.59155,37.75465
"26733",0,-90.2803,37.61725
"26734",1,-90.234,37.5177
"26735",0,-89.229,37.84275
"26736",0,-89.11815,37.89315
"26737",0,-94.9775,43.06
"26738",1,-88.75545,37.86065
"26739",1,-85.7464,37.1149
"26740",3,-84.28645,37.69815
"26741",0,-84.54,35.36
"26742",1,-84.87735,36.40455
"26743",0,-84.0361,37.75355
"26744",2,-84.42,36.36
"26745",0,-83.792,36.36575
"26746",2,-83.58,36.46
"26747",0,-83.42,36.36
"26748",1,-83.31225,36.43005
"26749",0,-82.48,36.4
"26750",0,-82.47755,37.1905
"26751",0,-90.745,41.05
"26752",2,-82.535,37.0714
"26753",0,-82.0928,36.9102
"26754",2,-81.9462,36.9443
"26755",2,-80.9983,36.55045
"26756",1,-81.0095,36.54875
"26757",0,-94.076,33.682
"26758",0,-93.7115,33.672
"26759",1,-72.43165,44.1077
"26760",0,-92.92975,32.03745
"26761",1,-90.78885,32.7332
"26762",0,-81.9066,28.0689
"26763",0,-101.92,45.07
"26764",1,-101.628,45.0615
"26765",0,-101.1615,41.8332
"26766",1,-93.08455,40.2286
"26767",0,-82.37135,28.0173
"26768",1,-92.74025,40.2293
"26769",0,-95.6327,38.2921
"26770",0,-95.5289,38.2696
"26771",2,-92.54025,40.22585
"26772",0,-92.1808,40.20435
"26773",0,-92.0344,40.18765
"26774",0,-97.45,36.6797
"26775",0,-96.6287,37.29735
"26776",1,-94.9713,37.89625
"26777",1,-97.4135,36.507
"26778",2,-98.2316,35.11185
"26779",0,-95.0751,37.00865
"26780",0,-97.3775,35.3645
"26781",0,-89.84175,39.1293
"26782",1,-89.14895,39.39855
"26783",0,-88.95905,39.35055
"26784",0,-88.79245,39.3979
"26785",0,-87.9164,40.0174
"26786",1,-90.621,37.7709
"26787",0,-94.91,33.7645
"26788",2,-87.4766,38.215
"26789",0,-94.51365,33.59175
"26790",0,-94.0695,33.6125
"26791",0,-93.3258,30.1843
"26792",0,-100.86,35.7
"26793",0,-100.856,35.62385
"26794",0,-92.07725,39.4095
"26795",0,-97.79475,37.7464
"26796",0,-91.91405,39.398
"26797",0,-100.9135,35.57605
"26798",2,-100.896,35.52725
"26799",1,-100.8075,35.4198
"26800",0,-97.6068,37.66055
"26801",0,-97.8862,37.4202
"26802",0,-97.6074,37.3605
"26803",2,-75.8,42.75
"26804",0,-76.3,42.07
"26805",0,-90.1612,30.01685
"26806",0,-108.331,39.194
"26807",0,-81.30805,28.67195
"26808",0,-82.79085,27.97015
"26809",0,-111.52,35.27
"26810",0,-111.51,35.28
"26811",0,-109.78,35.07
"26812",0,-86.4282,32.6985
"26813",0,-100.49,41.08
"26814",0,-85.146,32.67935
"26815",1,-68.625,47.04
"26816",0,-113.112,38.4
"26817",0,-101.575,33.8772
"26818",0,-104.9,39.83
"26819",0,-105.03,39.529
"26820",1,-98.0664,27.6749
"26821",0,-89.67345,36.03265
"26822",0,-101.078,34.0531
"26823",0,-102.6,39.3434
"26824",0,-101.92,38.6117
"26825",0,-84.4685,40.6356
"26826",0,-84.0852,38.96005
"26827",0,-83.819,39.4227
"26828",0,-83.786,39.4031
"26829",0,-68.35,46.355
"26830",1,-67.99,46.555
"26831",1,-67.87,46.63
"26832",0,-89.67885,42.44565
"26833",1,-107.8045,44.2453
"26834",0,-101.76,39.7393
"26835",0,-100.692,40.0663
"26836",0,-92.0563,29.8466
"26837",0,-100.141,37.6565
"26838",0,-99.6957,37.7412
"26839",0,-90.92165,39.98905
"26840",0,-82.70945,39.59795
"26841",0,-102.252,33.33
"26842",0,-100.384,32.65
"26843",0,-86.7853,34.6563
"26844",0,-95.01675,29.57255
"26845",1,-78.5093,38.58565
"26846",0,-98.61925,26.5338
"26847",0,-108.002,42.2906
"26848",0,-97.8041,27.95995
"26849",0,-84.2138,30.4379
"26850",0,-81.5934,31.12835
"26851",0,-102.516,35.98535
"26852",0,-123.2,44.4934
"26853",0,-102.44,35.25275
"26854",0,-101.995,35.0567
"26855",0,-102.0375,34.9826
"26856",0,-83.9086,31.4001
"26857",2,-104.3035,41.6217
"26858",0,-103.947,41.4891
"26859",0,-101.1185,35.34945
"26860",0,-101.37,41.2024
"26861",0,-118.5795,47.7169
"26862",0,-118.591,47.7174
"26863",0,-118.5975,47.7355
"26864",0,-118.6045,47.72465
"26865",0,-104.069,41.5997
"26866",0,-104.0665,41.6111
"26867",0,-105.0055,39.98305
"26868",0,-104.018,41.6331
"26869",1,-104.7185,39.60725
"26870",0,-104.624,39.7402
"26871",1,-104.48,39.55
"26872",0,-104.04,39.54
"26873",0,-94.8212,41.4298
"26874",0,-93.9443,41.6395
"26875",0,-94.43,39.87
"26876",0,-94.26,39.91
"26877",0,-94.2,39.77
"26878",0,-88.3322,42.86335
"26879",2,-89.84735,38.48835
"26880",0,-89.26055,38.09875
"26881",1,-89.15665,37.9886
"26882",0,-95.1435,37.93205
"26883",0,-95.3151,37.73005
"26884",0,-103.32,41.22
"26885",0,-101.67,42.16
"26886",0,-76.5141,39.28575
"26887",0,-104.99,40.16
"26888",0,-99.41385,37.6478
"26889",0,-91.5242,36.7797
"26890",0,-103.734,41.8601
"26891",0,-104.503,41.78
"26892",0,-104.85,40.52
